about,author,date,link,readTime,title
"Style your next SolidJS project with the power of Tailwind CSS to create reactive, fast, and creative applications.",Iniubong Obonguko,"Dec 9, 2021",https://blog.logrocket.com/styling-solidjs-applications-using-tailwind-css/,4 min read,Styling SolidJS applications using Tailwind CSS
"Essentially, the difference between useEffect and useLayoutEffect lies solely in when the two are fired. Look into the inner workings and best use cases...",Ohans Emmanuel,"Dec 8, 2021",https://blog.logrocket.com/useeffect-vs-uselayouteffect-examples/,7 min read,React useLayoutEffect vs. useEffect with examples
"Learn how to deploy a Flask app using Docker, as well as how to host on Heroku, in this step-by-step Python tutorial.",Damilare Jolayemi,"Dec 8, 2021",https://blog.logrocket.com/build-deploy-flask-app-using-docker/,6 min read,Build and deploy a Flask app using Docker
Learn how to use useState when working with objects by creating a temporary object and using object destructuring to create a new object.,Ochuko Onojakpor,"Dec 8, 2021",https://blog.logrocket.com/using-react-usestate-object/,2 min read,Using React useState with an object
Learn how to use Redux in a type-safe React app to catch bugs at runtime instead of compile time and avoid shipping a bad...,Ganesh Mani,"Dec 8, 2021",https://blog.logrocket.com/build-type-safe-react-redux-app/,7 min read,How to build a type-safe React Redux app
Here's how to build a custom React Native dropdown for web development: a basic select form field that will look similar on Android and...,Stephan Miller,"Dec 8, 2021",https://blog.logrocket.com/creating-custom-react-native-dropdown/,5 min read,Creating a custom React Native dropdown
"iOS supports accessibility with several inbuilt features such as VoiceOver, Reduce motion, and more. Learn how to use these in your apps.",İrem Karaoğlu,"Dec 8, 2021",https://blog.logrocket.com/supporting-accessibility-ios-applications/,5 min read,Supporting accessibility in iOS applications
Discover the distinguishing factors between nullable and non-nullable types and how to check for null variables using advanced Kotlin operators like Elvis operator and...,Antonello Zanini,"Dec 7, 2021",https://blog.logrocket.com/complete-guide-null-safety-kotlin/,7 min read,A complete guide to null safety in Kotlin
"Let's compare four of the top Ethereum testnets — Rinkeby, Kovan, Ropsten, and Goerli — and review the key features of each testnet.",Chidume Nnamdi,"Dec 7, 2021",https://blog.logrocket.com/top-4-ethereum-testnets-testing-smart-contracts/,5 min read,Top 4 Ethereum testnets for testing smart contracts
"In this post, we cover how Redux-first routing works and explain how Redux can make your code more complicated than it needs to be.",Ganesh Mani,"Dec 7, 2021",https://blog.logrocket.com/why-you-dont-need-mix-routing-state-with-redux/,6 min read,Why you don’t need to mix routing state with…
Take a detailed look at React SyntheticEvent by comparing it to plain JavaScript events and running through a few examples. ,Oyetoke Tobi,"Dec 7, 2021",https://blog.logrocket.com/getting-started-react-synthetic-event/,6 min read,Getting started with React SyntheticEvent
"In this article, you'll learn to integrate ImageKit into a Vue.js application and how to perform the transformations provided by the service.",Subha Chanda,"Dec 7, 2021",https://blog.logrocket.com/image-branding-imagekit-vuejs/,5 min read,Image branding with ImageKit and Vue.js
"In this detailed post, learn how to implement a split view with a responsive layout in your React Native apps.",David Ekanem,"Dec 7, 2021",https://blog.logrocket.com/implementing-split-view-responsive-layout-react-native/,10 min read,Implementing split view and responsive layout in React Native
"Learn about Node Version Manager (NVM), a Node.js version management tool that quickly installs and switches Node versions from the CLI.",Precious Luke,"Dec 6, 2021",https://blog.logrocket.com/how-switch-node-js-versions-nvm/,4 min read,How to switch Node.js versions with NVM
"Build a GraphQL API using Python, Flask, and Ariadne, a schema-first Python library. This combination makes your API a breeze.",Kalebu Gwalugano,"Dec 6, 2021",https://blog.logrocket.com/build-graphql-api-python-flask-ariadne/,7 min read,"Build a GraphQL API with Python, Flask, and Ariadne"
Create realistic outdoor scenes by generating animated clouds with only SVG and CSS in this React tutorial. ,Samuel Ogunleye,"Dec 6, 2021",https://blog.logrocket.com/build-animated-cloud-generator-svg-css/,8 min read,Build an animated cloud generator with SVG and CSS
Dash makes it a breeze to create and share your data analysis through interactive dashboards using only Python code.,Bekhruz Tuychiev,"Dec 6, 2021",https://blog.logrocket.com/data-visualization-interfaces-python-dash/,7 min read,Data visualization with Python Dash
Build simple React apps and use react-three-fiber and three.js to incorporate 3D browser rendering. Here's how.,Kapeel Kokane,"Dec 4, 2021",https://blog.logrocket.com/react-three-fiber-3d-rendering-in-the-browser/,8 min read,react-three-fiber: 3D rendering in the browser
"React DnD covers your components, injecting props into them rather than offering prebuilt widgets. React DnD is built on React's declarative rendering philosophy. ",Ekekenta Odionyenfe,"Dec 3, 2021",https://blog.logrocket.com/building-trello-clone-react-dnd/,10 min read,Building a Trello Clone with React DnD
"Explore goroutines, communication between goroutines using channels, and syncing goroutines using WaitGroups.",Oluwatomisin Bamimore,"Dec 3, 2021",https://blog.logrocket.com/concurrency-patterns-golang-waitgroups-goroutines/,4 min read,Concurrency patterns in Golang: WaitGroups and Goroutines
"In this tutorial, set up authentication in a React Native mobile application with AWS Amplify, and learn how Amplify compares to Firebase.",Samaila Bala,"Dec 3, 2021",https://blog.logrocket.com/aws-amplify-react-native-tutorial-with-examples/,6 min read,AWS Amplify and React Native: A tutorial with examples
Let's look at the latest version of the JavaScript bundling tool Parcel and its new features that can help developers build faster websites.,Nelson Michael,"Dec 3, 2021",https://blog.logrocket.com/what-you-need-to-know-about-parcel-2/,4 min read,What you need to know about Parcel 2
"NativeBase helps teams build great interfaces quickly. The 3.0 update includes utility props, responsive styles, inbuilt accessibility, and more.",Hussain Arif,"Dec 3, 2021",https://blog.logrocket.com/whats-new-nativebase-3/,4 min read,What’s new in NativeBase 3.0
This introduction to Glide covers the basics of how to use it and demonstrates how to build a simple photo app on Android from...,Akshay Rana,"Dec 2, 2021",https://blog.logrocket.com/create-android-photo-app-using-glide/,7 min read,Create an Android photo app using Glide
"Look at how Safari 15 improves each aspect of WebKit across different Apple devices, like privacy and security, stepped forward interoperability, customizations, etc.",Doro Onome,"Dec 2, 2021",https://blog.logrocket.com/whats-new-webkit-safari-15/,5 min read,What’s new with WebKit in Safari 15
"Scrape a website for data you need (and none of the data you don't) with Python, Scrapy, and MongoDB in this complete tutorial.",Gaurav Singhal,"Dec 2, 2021",https://blog.logrocket.com/scrape-website-python-scrapy-mongodb/,6 min read,"Scrape a website with Python, Scrapy, and MongoDB"
"Learn how to choose between a module bundler or a task runner for your app in this overview of each tool, its popularity, and...",Thomas Hunter II,"Dec 2, 2021",https://blog.logrocket.com/node-js-task-runners-vs-module-bundlers/,9 min read,Node.js task runners vs. module bundlers
See a practical example of how we can use devices’ accelerometer data by creating a car racing game using React Native Sensors.,Wern Ancheta,"Dec 2, 2021",https://blog.logrocket.com/using-react-native-sensors-create-racing-game/,11 min read,Using React Native Sensors to create a racing game
"Explore an alternative to Electron, the NodeGUI framework, focusing on the React NodeGUI module.",Siegfried Grimbeek,"Dec 2, 2021",https://blog.logrocket.com/nodegui-react-nodegui-electron-alternatives/,12 min read,Exploring NodeGUI and React NodeGUI: Electron alternatives
"Jumpstart your Keycloak authentication, from login/logout to protected routes, with this detailed implementation guide for React apps. ",Sheriff Quadri,"Dec 2, 2021",https://blog.logrocket.com/implement-keycloak-authentication-react/,7 min read,How to implement Keycloak authentication in React
Let's walk through how to configure Eleventy and how to use Eleventy Serverless to handle asynchronous logic in a real-world project.,David Atanda,"Dec 1, 2021",https://blog.logrocket.com/going-serverless-eleventy/,4 min read,Going serverless with Eleventy
"While many of Flutter's features transfer well from mobile to the web, authentication requires a few more steps to ensure security.",Chinmay Kabi,"Dec 1, 2021",https://blog.logrocket.com/implementing-route-guards-flutter-web-apps/,7 min read,Implementing route guards in Flutter web apps
The major difference between Next.js and After.js lies in their routing mechanisms.,John Au-Yeung,"Dec 1, 2021",https://blog.logrocket.com/comparing-next-js-after-js/,5 min read,Comparing Next.js and After.js for SSR React apps
It can be tricky to find out why your CSS isn't working as expected. Learn ways of finding and preventing weird behavior in this...,Facundo Corradini,"Dec 1, 2021",https://blog.logrocket.com/why-your-css-fails/,12 min read,Understanding why your CSS fails
"To make an informed decision about which framework to use in your next project, check out this comparison of Pollen and Tailwind CSS.",Juan Cruz Martinez,"Dec 1, 2021",https://blog.logrocket.com/pollen-vs-tailwind-css/,5 min read,Pollen vs. Tailwind CSS: Finding the better build experience
"PyCharm and VS Code are both excellent tools for writing Python code. Compare each in terms of price, memory consumption, code management, extensions, and...",Oyinkansola Awosan,"Dec 1, 2021",https://blog.logrocket.com/pycharm-vs-vscode/,4 min read,PyCharm vs. VS Code: Choosing the best Python IDE
"If you’ve used Google Analytics, you know it doesn’t provide the cleanest or most visually pleasing interface. It also doesn’t provide many options for...",Jon Corbin,"Dec 1, 2021",https://blog.logrocket.com/build-google-analytics-dashboard-clone-node/,15 min read,Build a Google Analytics dashboard clone in Node.js
Learn how to create a dynamic RecyclerView.Adapter that displays a list with a different ViewHolder in Android apps.,Jobin Lawrance,"Nov 30, 2021",https://blog.logrocket.com/create-dynamic-lists-in-android-with-recyclerview/,6 min read,Create dynamic lists in Android with RecyclerView
Many Web 3.0 applications use distributed ledgers called blockchains to manage data. Others use methods like torrents or browser storage to offer decentralization.,Alex Merced,"Nov 30, 2021",https://blog.logrocket.com/p2p-protocol-acceptance-state-modern-browsers/,4 min read,The state of P2P protocol acceptance in modern browsers
"Learn about tsm, a new TypeScript module loader for Node.js that provides native TS support without needing to transpile it to JavaScript first.",Matthew Swensen,"Nov 30, 2021",https://blog.logrocket.com/using-tsm-shebang-interpreter-typescript/,3 min read,Using tsm as a shebang interpreter in TypeScript
"Create a Svelte app using SvelteKit that implements a cookie for authentication. Build the sign up, sign in, sign out, and access to some...",Jannik Wempe,"Nov 30, 2021",https://blog.logrocket.com/authentication-svelte-using-cookies/,11 min read,Authentication in Svelte using cookies
Learn a simple procedure for making an HTTP POST request with a JSON body to a simple web server written in Go.,Ikeh Akinyemi,"Nov 30, 2021",https://blog.logrocket.com/how-to-make-http-post-request-with-json-body-in-go/,3 min read,How to make an HTTP POST request with a…
Learn about the different use cases you might encounter in which it's actually better to use multiple GraphQL endpoints instead of just one. ,Leonardo Losoviz,"Nov 29, 2021",https://blog.logrocket.com/use-multiple-endpoints-graphql/,7 min read,When to use multiple endpoints in GraphQL
Learn how web components work across different platforms as custom HTML elements by building a credit card form.,John Rhea,"Nov 29, 2021",https://blog.logrocket.com/credit-card-form-web-component-tutorial/,10 min read,Credit card form web component tutorial
"Next 12 features include performance optimization, React 18 support, middleware, and more. Let’s learn how to use these new features.",Lawrence Eagles,"Nov 29, 2021",https://blog.logrocket.com/whats-new-next-js-12/,6 min read,What’s new in Next.js 12
Cython is both a module and a language Pythoneers use to speed up their code. See how Cython code compares to Python in terms...,Samuel Martins,"Nov 29, 2021",https://blog.logrocket.com/improve-python-performance-using-cython/,7 min read,Improve Python performance using Cython
Discover the primary reason to use dependency injection in React and follow along with this library-free guide to using it.,Simohamed Marhraoui,"Nov 29, 2021",https://blog.logrocket.com/dependency-injection-react/,4 min read,Dependency injection in React
"Svelte actions are a very powerful, function-based feature that are important to understand. Get started with this simple, in-depth intro.",Geoff Rich,"Nov 26, 2021",https://blog.logrocket.com/svelte-actions-introduction/,6 min read,Introduction to Svelte Actions
Webhooks are HTTP endpoints that are triggered when an event occurs. Learn how to receive webhooks in both Flask and Django.,Timothy Olaleke,"Nov 26, 2021",https://blog.logrocket.com/receive-webhooks-python-flask-or-django/,3 min read,How to receive webhooks in Python with Flask or…
"Demystify interfaces and classes in TypeScript, and learn where to use them in this handy tutorial with plenty of examples.",Gapur Kassym,"Nov 25, 2021",https://blog.logrocket.com/when-how-use-interfaces-classes-typescript/,4 min read,When and how to use interfaces and classes in…
"Learn how to build a blockchain application with a basic mining scheme, consensus, and peer-to-peer networking in just 500 lines of Rust.",Mario Zupan,"Nov 25, 2021",https://blog.logrocket.com/how-to-build-a-blockchain-in-rust/,24 min read,How to build a blockchain in Rust
It's always a good time to improve the readability of your React code. Get thinking with this detailed list of tips and tricks.,Chak Shun Yu,"Nov 25, 2021",https://blog.logrocket.com/write-more-readable-react-code/,8 min read,How to write more readable React code
Halfmoon is a frontend framework for building website UIs. Learn how to customize styles for both light and dark modes using Halfmoon.,Ikeh Akinyemi,"Nov 24, 2021",https://blog.logrocket.com/halfmoon-tutorial-customize-website-ui-light-dark-modes/,5 min read,Halfmoon tutorial: How to customize your website UI for…
"Solve some common problems developers face when rendering root-level, nested, and deeply nested pages in Nuxt.js. ",Idorenyin Udoh,"Nov 24, 2021",https://blog.logrocket.com/troubleshooting-nested-pages-nuxt/,4 min read,Troubleshooting nested pages in Nuxt.js
"When developing an API, documentation is important. Here's how to easily create Python REST APIs with Flask, Connexion, and SQLAlchemy.",Eze Sunday,"Nov 24, 2021",https://blog.logrocket.com/creating-python-rest-apis-flask-connexion-sqlalchemy/,5 min read,"Creating Python REST APIs with Flask, Connexion, and SQLAlchemy"
Create detailed and informative maps in your React apps with react-simple-maps using this in-depth guide and example build.,Joseph Mawa,"Nov 24, 2021",https://blog.logrocket.com/how-to-create-svg-maps-react-react-simple-maps/,9 min read,How to create SVG maps in React with react-simple-maps
Learn modern bidirectional CSS centering techniques with best practices to center objects that scale across devices and screens.,Ibadehin Mojeed,"Nov 24, 2021",https://blog.logrocket.com/bidirectional-css-centering-complete-guide/,6 min read,Bidirectional CSS centering: A complete guide
"Learn the many helpful features of Vizzu, a tool that can help you create compelling data visualizations with ease. ",Nefe James,"Nov 23, 2021",https://blog.logrocket.com/building-data-stories-through-charts-vizzu/,6 min read,Building data stories through charts with Vizzu
"Build a sitemap generator in Next.js, which generates a sitemap for each page in your webpage, improving SEO and attracting more viewers. ",Emmanuel Etukudo,"Nov 23, 2021",https://blog.logrocket.com/build-sitemap-generator-nextjs/,4 min read,Build a sitemap generator in Next.js
"Learn about sharable previews, how to implement and test them, and how to overcome challenges associated with lack of standardization.",John Reilly,"Nov 23, 2021",https://blog.logrocket.com/open-graph-sharable-social-media-previews/,4 min read,Open Graph: How to create sharable social media previews
"Learn how to choose from the many Dart and Flutter data structures available to use, and when to use each one, in this detailed...",Damilare Jolayemi,"Nov 23, 2021",https://blog.logrocket.com/dart-flutter-data-structures-comprehensive-guide/,14 min read,Dart and Flutter data structures: A comprehensive guide
"In this tutorial, we'll give a solid introduction to the object-oriented interface of Matplotlib and how to visualize data in Python.",Bekhruz Tuychiev,"Nov 23, 2021",https://blog.logrocket.com/mastering-data-visualization-python-matplotlib/,7 min read,Mastering data visualization in Python with Matplotlib
"Go beneath the surface of Flutter's RenderObjects and the ""magic"" they use to paint your UI from widgets in this detailed tutorial.",David Adegoke,"Nov 22, 2021",https://blog.logrocket.com/understanding-renderobjects-flutter/,6 min read,Understanding RenderObjects in Flutter
Learn how to create a Flutter image carousel from scratch or use the carousel_slider plugin to create an image carousel with less code.,Ishan Fernando,"Nov 22, 2021",https://blog.logrocket.com/creating-image-carousel-flutter/,5 min read,Creating an image carousel in Flutter
"Learn how to quickly and efficiently bundle TypeScript, React, CSS, and image files in this comprehensive esbuild tutorial.",Arjuna Sky Kok,"Nov 22, 2021",https://blog.logrocket.com/getting-started-esbuild/,9 min read,Getting started with esbuild
"The biggest challenge regarding React is avoiding unnecessary renders, which cause major performance issues in applications. Avoid the problem with solutions for cache management....",Kasra Khosravi,"Nov 22, 2021",https://blog.logrocket.com/options-caching-react/,6 min read,Options for optimizing caching in React
"We compare popular decentralized frameworks used by blockchain engineers, including benefits, disadvantages, and networks.",Victor Jonah,"Nov 19, 2021",https://blog.logrocket.com/top-5-decentralized-app-development-frameworks/,11 min read,Top 5 decentralized app development frameworks
"Learn how to set up and install the go-echarts package, then build different charts like a bar chart, line chart, pie chart, and a...",Mohit Khare,"Nov 19, 2021",https://blog.logrocket.com/visualizing-data-go-echarts/,4 min read,Visualizing data in Golang with go-echarts
Master the Android activity lifecycle to keep your mobile apps running smoothly when users interact with them. ,Boemo Mmopelwa,"Nov 19, 2021",https://blog.logrocket.com/understanding-the-android-activity-lifecycle/,4 min read,Understanding the Android activity lifecycle
"Let's look at the basics of a Solidity contract, as well as how to write, compile, deploy, and test the code using Remix IDE.",Simohamed Marhraoui,"Nov 19, 2021",https://blog.logrocket.com/writing-smart-contracts-solidity/,4 min read,Writing smart contracts with Solidity
"In this article, learn about Motion One, a new animation library based on the Web Animations API from the developers of Framer Motion.",Georgey V B,"Nov 19, 2021",https://blog.logrocket.com/exploring-motion-one-framer-motion/,6 min read,Exploring Motion One from Framer Motion
"Kubernetes is an excellent choice for container orchestration, but the question for you is whether to run it on GKE, EKS, or Azure? ",Gigi Sayfan,"Nov 18, 2021",https://blog.logrocket.com/comparing-kubernetes-cloud-providers-gke-eks-azure/,6 min read,"Comparing Kubernetes across GKE, EKS, and Azure"
Curious about what native UI components are? Here's a quick tutorial on how to build and use them in React Native. ,Rupesh Chaudhari,"Nov 18, 2021",https://blog.logrocket.com/build-native-ui-components-react-native/,13 min read,Build native UI components in React Native
"Take a first look at the new @when/@else conditional rules, including some practical uses within style sheets.",Kingsley Ubah,"Nov 18, 2021",https://blog.logrocket.com/extending-css-when-else-chains-first-look/,4 min read,Extending CSS when/else chains: A first look
"The Nuxt 3 beta was launched October 2021. Look at the new features in Nuxt 3, as well as the installation process and how...",Elijah Asaolu,"Nov 18, 2021",https://blog.logrocket.com/whats-new-nuxt-3/,4 min read,What’s new in Nuxt 3
"Learn how and why you should use Needle, a lightweight Axios alternative for making HTTP requests in enterprise-scale Node.js apps.",Atharva Deosthale,"Nov 18, 2021",https://blog.logrocket.com/using-needle-send-http-requests-nodejs/,3 min read,Using Needle to send HTTP requests in Node.js
Front's minimal configuration and its flexibility are currently unmatched. It is definitely worth considering as a framework of choice for your next micro-frontends project.,Kapeel Kokane,"Nov 18, 2021",https://blog.logrocket.com/micro-frontends-fronts/,6 min read,Build progressive micro-frontends with Fronts
Slate.js is a customizable platform building rich-text editors. Explore its potential to upset more mature solutions like Quill and Draft.js.,Ekekenta Odionyenfe,"Nov 17, 2021",https://blog.logrocket.com/what-is-slate-js-replace-quill-draft-js/,4 min read,"What is Slate.js, and will it replace Quill and…"
"JSON is one of the most-used formats for storing data. In this guide, learn how to work with JSON in Go using the encoding/json...",Shalitha Suranga,"Nov 17, 2021",https://blog.logrocket.com/using-json-go-guide/,10 min read,Using JSON in Go: A guide with examples
"By learning how to create a token on the Ethereum blockchain, you’ll discover how the technology works and stay ahead of the curve.",Chidume Nnamdi,"Nov 17, 2021",https://blog.logrocket.com/create-deploy-erc-20-token-ethereum-blockchain/,12 min read,How to create and deploy an ERC-20 token on…
PostgreSQL v14 makes accessing and updating JSON data with subscripting possible. See it in action and learn what the update entails.,Sarah Chima Atuonwu,"Nov 17, 2021",https://blog.logrocket.com/whats-new-json-postgresql-v14/,5 min read,What’s new with JSON in PostgreSQL v14
"Compare the performance, features, and capabilities of JavaScript and PHP in 2021 for a better sense of what makes PHP less popular. ",Andrew Evans,"Nov 17, 2021",https://blog.logrocket.com/why-dont-people-like-php/,5 min read,Why don’t people like PHP?
"If used properly, Vuex can make your life a lot easier. But if you're not careful, it can also make a mess of your...",Moses Anumadu,"Nov 17, 2021",https://blog.logrocket.com/best-practices-mapping-vuex/,3 min read,Best practices for Vuex mapping 
"Learn the ins and outs of blockchain testing in this comprehensive article, including a tutorial for testing smart contracts.",Pascal Akunne,"Nov 16, 2021",https://blog.logrocket.com/complete-guide-blockchain-testing/,9 min read,The complete guide to blockchain testing
"Learn how to use Golang to perform Create, Read, Update, and Delete (CRUD) operations against an equally popular database, CockroachDB.",Emmanuel John,"Nov 16, 2021",https://blog.logrocket.com/crud-golang-cockroachdb/,10 min read,CRUD with Golang and CockroachDB
There are multiple ways to add emojis into your React app. Here's a short guide to fit almost every single use case.,Kealan Parr,"Nov 16, 2021",https://blog.logrocket.com/adding-emojis-react-app/,4 min read,Adding emojis to your React app
"Start your Web 3.0 journey with web3.py, a Python-based library that makes interacting with the Ethereum blockchain a breeze.",Alexander Nnakwue,"Nov 16, 2021",https://blog.logrocket.com/web3-py-tutorial-guide-ethereum-blockchain-development-with-python/,14 min read,Web3.py tutorial: A guide to Ethereum blockchain development with…
Learn the techniques and best practices for stacking elements in CSS to achieve 3D animations — without using the z-index property.,Emmanuel Etukudo,"Nov 16, 2021",https://blog.logrocket.com/best-practices-stacking-elements-css/,6 min read,Best practices for stacking elements in CSS
"Some devs argue that React Native is dead, especially in comparison to Flutter. Review the current status of React Native and its expected features....",Zain Sajjad,"Nov 16, 2021",https://blog.logrocket.com/should-you-keep-faith-react-native/,7 min read,Should you keep the faith with React Native?
"Learn how to effectively use the Geolocation API with this article filled with tips, tricks, and necessities when requesting user location.",Joseph Mawa,"Nov 15, 2021",https://blog.logrocket.com/what-you-need-know-while-using-geolocation-api/,8 min read,What you need to know while using the Geolocation…
The Firebase Web SDK v9.x has introduced breaking changes in methods for managing users and querying databases; refactor your React app to avoid throwing...,Taminoturoko Briggs,"Nov 15, 2021",https://blog.logrocket.com/refactor-react-app-firebase-v9-web-sdk/,7 min read,Refactor a React app with the new Firebase v9.x…
"In this tutorial, learn how to use Next.js with TypeScript to build a modern stack for high-quality, search-optimized apps.",Ibrahima Ndaw,"Nov 15, 2021",https://blog.logrocket.com/using-next-js-with-typescript/,6 min read,Using Next.js with TypeScript
Learn about the functional programming concept and how React adopts it to write applications that are easier to test and maintain.,Ibadehin Mojeed,"Nov 15, 2021",https://blog.logrocket.com/fundamentals-functional-programming-react/,9 min read,Fundamentals of functional programming with React
"Study a few iconic apps like Gmail and Instagram have used gestures, and learn which Flutter widgets you could use to create similar effects.",Murtaza Sulaihi,"Nov 15, 2021",https://blog.logrocket.com/choosing-the-right-gestures-for-your-flutter-project/,6 min read,Choosing the right gestures for your Flutter project
"IPFS has some admirable goals, but it's inaccessible for most users. See how to use Node.js to create a clearnet proxy to access IPFS...",Alex Merced,"Nov 15, 2021",https://blog.logrocket.com/using-node-js-http-proxy-ipfs-content/,5 min read,Using Node.js to create an HTTP proxy for IPFS…
React Slick is a carousel library offering accessibility and responsiveness features for your next React project.,Chinwike Maduabuchi,"Nov 12, 2021",https://blog.logrocket.com/create-carousel-react-slick/,4 min read,Creating a carousel with React Slick
Let's explore the emerging trend of blockchain game development and how to use the tools available within the crypto space to build games.,Ikeh Akinyemi,"Nov 12, 2021",https://blog.logrocket.com/guide-blockchain-game-development/,8 min read,Guide to blockchain game development
"We’ve grouped all the major issues with node-gyp into three categories, including dependencies of node-gyp, add-on compilation errors, and binding contract violation. ",Gregory Pabian,"Nov 12, 2021",https://blog.logrocket.com/solving-common-issues-node-gyp/,6 min read,Solving common issues with node-gyp
Learn how to work with streams in Flutter and Dart by creating a simple application that utilizes the StreamController service.,Lewis Cianci,"Nov 11, 2021",https://blog.logrocket.com/understanding-flutter-streams/,8 min read,Understanding Flutter streams
"Here, you can learn about cryptography, how to encrypt data, and how to create a simple Python program for encryption and decryption.",Kiran Sethumadhavan,"Nov 11, 2021",https://blog.logrocket.com/implementing-cryptography-python/,5 min read,Implementing cryptography with Python
"Learn how to create an app with AR capabilities using ViroReact, a React Native platform that makes AR/VR development a breeze.",Zain Sajjad,"Nov 11, 2021",https://blog.logrocket.com/how-to-build-ar-vr-app-viroreact/,5 min read,How to build an AR/VR app with ViroReact
"Combine TypeScript with GraphQL on the Apollo Server using the TypeGraphQL library, which simplifies creating GraphQL APIs in Node.js",Alexander Nnakwue,"Nov 11, 2021",https://blog.logrocket.com/integrate-typescript-graphql-apollo-server/,11 min read,Integrating TypeScript with GraphQL
Learn how to easily create toast messages in React Native from scratch using the React Native Animated library.,Kevin Tomas,"Nov 11, 2021",https://blog.logrocket.com/creating-react-native-animated-toast-messages-from-scratch/,7 min read,Creating React Native animated toast messages from scratch
"GraphQL subscriptions allow you to generate notifications in real time when specific, preselected events occur via a pub/sub system.",Deepak Gupta,"Nov 11, 2021",https://blog.logrocket.com/graphql-subscriptions-nodejs-express/,6 min read,GraphQL subscriptions with Node.js and Express
A resource rendered in an iframe functions independently of the parent component and therefore is not affected by the parent component’s CSS or JavaScript....,Chiamaka Umeh,"Nov 11, 2021",https://blog.logrocket.com/best-practices-react-iframes/,6 min read,Best practices for React iframes
"Learn about SolidJS, a popular new open source JavaScript framework that can help you build blazing fast apps with ease.",Iniubong Obonguko,"Nov 10, 2021",https://blog.logrocket.com/introduction-solidjs/,7 min read,Introduction to SolidJS
Working with strings and reversing them can be a common task in any programming language. Learn 5 ways to reverse strings in Python.,Kedar Kodgire,"Nov 10, 2021",https://blog.logrocket.com/5-methods-reverse-python-string/,4 min read,5 methods to reverse a Python string
Check out the top Python GUI frameworks and learn how to get started with them and how they compare to one another.,Oyelekan Bukunmi,"Nov 10, 2021",https://blog.logrocket.com/comparing-top-python-gui-frameworks/,4 min read,Comparing the top Python GUI frameworks
"Learn about Marble.js, an Express.js competitor based on functional reactive programming basics. Is it up to the tasks you need it to be?",David Ekanem,"Nov 10, 2021",https://blog.logrocket.com/marble-js-vs-express-js-comparison/,6 min read,Marble.js vs. Express.js: Comparing Node.js web frameworks
"React-redux-firebase provides Redux bindings for Firebase, making it much simpler to use Firebase with Redux and React.",Yusuff Faruq,"Nov 10, 2021",https://blog.logrocket.com/getting-started-react-redux-firebase/,9 min read,Getting started with react-redux-firebase
Learn how to create a barcode scanner app in Flutter to recognize a QR code and display a list of predefined options.,Lewis Cianci,"Nov 10, 2021",https://blog.logrocket.com/creating-flutter-barcode-scanner/,5 min read,Creating a Flutter barcode scanner
"In this guide, we’ll demonstrate how to make Rust library APIs more lenient without losing any functionality.",Andre Bogus,"Nov 9, 2021",https://blog.logrocket.com/improving-overconstrained-rust-library-apis/,6 min read,Improving overconstrained Rust library APIs
"Learn about Apache Kafka and RabbitMQ, two Node.js message brokers, discussing architecture, message retention, performance, and more.",Wisdom Ekpot,"Nov 9, 2021",https://blog.logrocket.com/kafka-vs-rabbitmq-comparing-node-js-message-brokers/,6 min read,Kafka vs. RabbitMQ: Comparing Node.js message brokers
"With the help of Selenium, you can run Python scripts for web automation. Take, for example, the automation of scheduling a badminton court.",Yasoob Khalid,"Nov 9, 2021",https://blog.logrocket.com/web-automation-selenium-python/,10 min read,Web automation with Selenium and Python
The majority of data visuals are created with Python and its libraries: Seaborn and Matplotlib. Learn how to visualize data using Seaborn here.,Bekhruz Tuychiev,"Nov 9, 2021",https://blog.logrocket.com/data-visualization-python-seaborn/,10 min read,Data visualization in Python using Seaborn
"Cover the fundamentals for testing applications in SvelteKit, including unit testing with Jest and Svelte Testing Library and end-to-end testing with Cypress.",Raphael Ugwu,"Nov 9, 2021",https://blog.logrocket.com/intro-testing-sveltekit-applications/,4 min read,Introduction to testing SvelteKit applications
react-three-fiber is a React renderer for Three.js that eases working with 3D models on the web by handling imperative Three.js functionalities under the hood....,David Omotayo,"Nov 8, 2021",https://blog.logrocket.com/configure-3d-models-react-three-fiber/,13 min read,Configure 3D models with react-three-fiber
Learn how to use Recharts in a React application that fetches data from Sanity to summarize an extensive dataset in a visually appealing way.,Precious Luke,"Nov 8, 2021",https://blog.logrocket.com/using-recharts-react-add-charts/,5 min read,Using Recharts in React to add charts
Tailwind CSS is a powerful tool for building and prototyping components. Learn how to build a responsive pricing component with Tailwind CSS.,Anjolaoluwa Adebayo-Oyetoro,"Nov 8, 2021",https://blog.logrocket.com/build-pricing-component-tailwind-css-from-scratch/,10 min read,Build a pricing component from scratch with Tailwind CSS
"In this article, we will cover three JavaScript Promises that serve complex use cases and show you how to deal with multiple promises at...",Fernando Doglio,"Nov 8, 2021",https://blog.logrocket.com/javascript-promises-race-all-allsettled-then/,9 min read,"JavaScript Promises: race, all, allSettled, and then"
Functional reactive programming reduces callback hell. Learn the fundamentals of reactive programming and see available libraries for Node.js.,Emmanuel John,"Nov 8, 2021",https://blog.logrocket.com/exploring-reactive-programming-node-js/,4 min read,Exploring reactive programming with Node.js
